"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20130101 ~ 20131231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","20.81","15.54","201310","15","17,050","5","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","20.81","15.54","201310","24","17,900","6","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","31","23.15","201310","30","18,000","5","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","32","23.9","201311","1","18,300","4","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","20.81","15.54","201311","9","17,000","3","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","32","23.9","201311","9","18,000","2","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","20.4","15.23","201311","10","17,400","4","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","32","23.9","201311","11","17,500","3","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","20.4","15.23","201311","18","17,000","3","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","32","23.9","201312","8","17,700","5","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","530-11","0530","0011","월드홈타운(530-11)","31","23.15","201312","11","18,000","4","2013","공항대로58가길 61",""
"서울특별시 강서구 등촌동","636-54","0636","0054","유림파크빌","39.9","20.23","201306","2","18,000","4","2010","화곡로68길 136-38",""
"서울특별시 강서구 등촌동","574-5","0574","0005","유성빌라","65.49","28.31","201306","1","15,000","3","2002","등촌로13마길 40",""
"서울특별시 강서구 등촌동","519-2","0519","0002","이가채","46.26","35.73","201304","8","23,000","3","2012","등촌로39마길 4",""
"서울특별시 강서구 등촌동","519-2","0519","0002","이가채","46.26","35.73","201304","9","23,000","3","2012","등촌로39마길 4",""
"서울특별시 강서구 등촌동","519-2","0519","0002","이가채","46.26","35.73","201308","14","22,500","2","2012","등촌로39마길 4",""
"서울특별시 강서구 등촌동","519-2","0519","0002","이가채","41.34","31.93","201308","18","22,500","5","2012","등촌로39마길 4",""
"서울특별시 강서구 등촌동","647-68","0647","0068","이건하우스","42.79","27.61","201301","12","18,000","2","2012","공항대로59나길 30",""
"서울특별시 강서구 등촌동","647-68","0647","0068","이건하우스","29.28","18.89","201303","17","17,000","3","2012","공항대로59나길 30",""
"서울특별시 강서구 등촌동","647-68","0647","0068","이건하우스","42.9","27.68","201306","22","19,000","5","2012","공항대로59나길 30",""
"서울특별시 강서구 등촌동","519-23","0519","0023","이즈유진빌","59.63","30.44","201310","7","21,300","1","2002","등촌로39마길 18-8",""
"서울특별시 강서구 등촌동","533-14","0533","0014","이호빌(533-14)","29.92","20.38","201311","30","21,600","4","2013","등촌로55길 40",""
"서울특별시 강서구 등촌동","510-3","0510","0003","이화주택","67.81","82.7","201305","6","35,000","2","1979","등촌로 207",""
"서울특별시 강서구 등촌동","510-3","0510","0003","이화주택","67.81","82.7","201310","8","30,000","2","1979","등촌로 207",""
"서울특별시 강서구 등촌동","533-15","0533","0015","인터시티빌(533-15)","42.66","25.73","201310","25","22,000","6","2013","등촌로55길 44",""
"서울특별시 강서구 등촌동","533-15","0533","0015","인터시티빌(533-15)","42.66","25.73","201311","10","21,800","3","2013","등촌로55길 44",""
"서울특별시 강서구 등촌동","533-15","0533","0015","인터시티빌(533-15)","42.66","25.73","201311","10","22,000","2","2013","등촌로55길 44",""
"서울특별시 강서구 등촌동","649-4","0649","0004","정원주택라동","28.8","24.48","201309","12","3,500","-1","1988","공항대로57길 16-4",""
"서울특별시 강서구 등촌동","516-16","0516","0016","정진아트빌","76.34","42.91","201310","7","28,000","3","2002","등촌로39다길 25",""
"서울특별시 강서구 등촌동","531-1","0531","0001","주원베르빌(531-1)","28.62","17.5","201309","28","26,200","5","2013","등촌로55길 39",""
"서울특별시 강서구 등촌동","531-1","0531","0001","주원베르빌(531-1)","33.89","23.9","201312","7","33,600","5","2013","등촌로55길 39",""
"서울특별시 강서구 등촌동","516-25","0516","0025","중앙하이빌","57.66","26.42","201306","15","15,000","2","2003","등촌로39다길 11",""
"서울특별시 강서구 등촌동","523-16","0523","0016","진영빌라","56.1","31.59","201304","1","20,000","3","2008","등촌로39나길 7",""
"서울특별시 강서구 등촌동","365-171","0365","0171","진주빌라(나)","42.03","30.61","201309","2","14,500","3","1992","등촌로51길 111",""
"서울특별시 강서구 등촌동","636-55","0636","0055","천우맨션A동","66.76","31.68","201309","13","18,800","4","2002","화곡로66길 145-11",""
"서울특별시 강서구 등촌동","636-55","0636","0055","천우맨션A동","59.98","28.46","201311","28","17,900","2","2002","화곡로66길 145-11",""
"서울특별시 강서구 등촌동","365-185","0365","0185","천우하이빌(365-185)","43.78","23.85","201310","2","16,000","2","2001","등촌로51길 108",""
"서울특별시 강서구 등촌동","511-4","0511","0004","태진빌라(511-4)","84.525","91.89","201303","12","34,000","3","1985","등촌로51가길 35",""
"서울특별시 강서구 등촌동","511-4","0511","0004","태진빌라(511-4)","84.525","91.89","201306","21","34,000","2","1985","등촌로51가길 35",""
"서울특별시 강서구 등촌동","511-4","0511","0004","태진빌라(511-4)","84.525","91.89","201306","27","34,000","3","1985","등촌로51가길 35",""
"서울특별시 강서구 등촌동","566-24","0566","0024","한빛빌딩","39.97","25","201309","13","16,500","4","2012","등촌로35길 157",""
"서울특별시 강서구 등촌동","566-24","0566","0024","한빛빌딩","75.8","43","201312","9","22,500","5","2012","등촌로35길 157",""
"서울특별시 강서구 등촌동","521-17","0521","0017","한성빌라","40.2","21.82","201307","24","11,750","3","1991","등촌로39길 64-6",""
"서울특별시 강서구 등촌동","530-18","0530","0018","허브팜","54.33","27.43","201301","3","18,000","2","2002","등촌로53길 52",""
"서울특별시 강서구 등촌동","530-18","0530","0018","허브팜","50.86","25.68","201302","22","18,500","1","2002","등촌로53길 52",""
"서울특별시 강서구 등촌동","526-29","0526","0029","허브팜(526-29)","70.57","36.24","201304","26","21,000","2","2002","등촌로51라길 29",""
"서울특별시 강서구 등촌동","506-38","0506","0038","현대트윈빌(506-38)","44.12","21.22","201304","29","15,000","2","2003","공항대로58길 23",""
"서울특별시 강서구 등촌동","506-38","0506","0038","현대트윈빌(506-38)","44.12","21.22","201308","8","17,200","3","2003","공항대로58길 23",""
"서울특별시 강서구 등촌동","365-183","0365","0183","현대하이츠빌라","39.92","23.58","201304","6","15,000","2","1994","등촌로51길 96",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","29.08","24.16","201301","8","15,500","2","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","29.08","24.16","201302","2","15,500","3","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","40.73","17.39","201305","14","12,800","4","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","40.73","17.39","201306","26","13,000","4","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","27.82","23.13","201309","6","12,000","5","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","29.08","24.16","201311","4","14,500","2","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","40.73","17.39","201312","10","13,000","4","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","40.73","17.39","201312","13","12,500","4","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","518-14","0518","0014","형지C&C타운","29.08","24.16","201312","30","14,500","3","2012","등촌로39마길 30-4",""
"서울특별시 강서구 등촌동","521-24","0521","0024","효성빌라(101,102)","74.39","40.7","201302","25","21,400","2","2002","등촌로39바길 7",""
"서울특별시 강서구 등촌동","521-24","0521","0024","효성빌라(101,102)","77.16","42.22","201304","3","24,300","4","2002","등촌로39바길 7",""
"서울특별시 강서구 등촌동","521-38","0521","0038","효성파크빌","71.16","35.8","201311","11","24,000","3","2002","등촌로39길 62",""
"서울특별시 강서구 등촌동","366-133","0366","0133","효성하이츠","66.49","31.8","201303","21","32,000","5","2002","등촌로51길 61",""
"서울특별시 강서구 마곡동","357-7","0357","0007","샘터마을","45.48","26.07","201312","27","15,930","2","2002","양천로30길 103-6",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.09","201303","17","32,000","1","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.09","201304","10","31,000","2","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","49.68","61.9","201304","13","28,000","1","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.1","201305","28","32,100","1","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.09","201307","11","31,950","1","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.09","201308","17","31,800","2","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.1","201309","10","32,000","2","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","49.68","61.9","201309","16","28,300","3","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.09","201309","29","32,000","3","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","49.68","61.9","201310","8","28,000","2","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.1","201310","23","32,000","3","1984","방화대로34길 120",""
"서울특별시 강서구 마곡동","327-53","0327","0053","신안(327-53)","57.06","71.1","201312","14","31,500","3","1984","방화대로34길 120",""
"서울특별시 강서구 방화동","550-7","0550","0007","(550-7)","52.57","27.74","201309","2","13,200","1","1993","양천로14길 84-9",""
"서울특별시 강서구 방화동","550-7","0550","0007","(550-7)","53.37","28.16","201311","8","16,000","4","1993","양천로14길 84-9",""
"서울특별시 강서구 방화동","556-10","0556","0010","AGS테마빌","60.915","28.31","201306","26","17,000","4","2002","양천로14가길 9",""
"서울특별시 강서구 방화동","648-48","0648","0048","가진그린빌","61.51","34.35","201303","15","15,000","2","2002","초원로4길 9",""
"서울특별시 강서구 방화동","574-11","0574","0011","갤럭시빌","48.46","33.03","201306","4","19,800","1","2012","양천로20가길 3",""
"서울특별시 강서구 방화동","574-11","0574","0011","갤럭시빌","59.34","40.52","201309","9","20,300","2","2012","양천로20가길 3",""
"서울특별시 강서구 방화동","617-22","0617","0022","고은빌B동","54.04","24.54","201312","2","20,000","3","2003","개화동로27나길 28-11",""
"서울특별시 강서구 방화동","617-23","0617","0023","고은빌C동","57.21","26.13","201302","28","17,000","3","2003","개화동로27나길 8-6",""
"서울특별시 강서구 방화동","550-10","0550","0010","골드빌라","38.43","22.64","201305","1","12,500","4","1992","양천로14길 84-3",""
"서울특별시 강서구 방화동","550-10","0550","0010","골드빌라","38.43","22.64","201310","1","11,900","1","1992","양천로14길 84-3",""
"서울특별시 강서구 방화동","345-1","0345","0001","공원아트빌라","64.53","29.71","201303","23","16,800","1","1996","방화대로47가길 62-8",""
"서울특별시 강서구 방화동","249-29","0249","0029","그린나래타운","46.08","30.61","201301","5","16,300","3","2012","방화동로 92-19",""
"서울특별시 강서구 방화동","249-29","0249","0029","그린나래타운","53.83","37.83","201305","13","20,000","4","2012","방화동로 92-19",""
"서울특별시 강서구 방화동","490-4","0490","0004","까치맨션","49.05","33.62","201305","28","14,800","2","1995","양천로11길 15-29",""
"서울특별시 강서구 방화동","272-57","0272","0057","뉴월드타운1차A동","45.69","21.65","201311","12","13,800","3","2002","방화대로42길 18",""
"서울특별시 강서구 방화동","134-20","0134","0020","다대화이트빌A동","57.71","34.18","201309","9","16,300","4","2003","방화대로52길 34",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","45.4","26.78","201303","4","19,400","3","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","29.96","21","201303","6","16,600","5","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","41.34","23.47","201303","15","17,900","2","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","45.4","26.78","201304","26","19,500","3","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","45.4","26.78","201304","27","19,600","4","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","29.96","21","201304","28","16,700","4","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","51.12","30.11","201304","28","21,300","2","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","56.64","32.73","201304","30","23,500","2","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","29.96","21","201305","2","16,500","3","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","41.34","23.47","201305","2","17,800","2","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","45.4","26.78","201305","3","19,400","2","2012","양천로30길 92",""
"서울특별시 강서구 방화동","896","0896","0000","동서그린뷰","29.96","21","201305","3","16,400","2","2012","양천로30길 92",""
"서울특별시 강서구 방화동","592-41","0592","0041","동서파크","50.72","24.54","201311","2","15,500","4","2002","금낭화로11길 72",""
"서울특별시 강서구 방화동","250-14","0250","0014","동서파크맨션","46.08","21.5","201310","13","15,700","3","2001","방화동로14길 26",""
"서울특별시 강서구 방화동","186-4","0186","0004","동양빌라","53.58","26.34","201303","16","14,500","3","1994","방화대로34길 57-7",""
"서울특별시 강서구 방화동","587-37","0587","0037","동인빌라","29.82","22.46","201310","4","12,500","2","2002","개화동로23길 65-17",""
"서울특별시 강서구 방화동","592-10","0592","0010","럭스힐","66.29","36.17","201302","18","22,000","2","2008","금낭화로7길 12",""
"서울특별시 강서구 방화동","331-3","0331","0003","로얄펠리스A동","62.445","34.38","201306","26","19,000","4","2005","금낭화로24길 49",""
"서울특별시 강서구 방화동","493-53","0493","0053","명신렉스빌2동","74.07","36.57","201305","13","20,350","4","2002","양천로7길 11-8",""
"서울특별시 강서구 방화동","498-7","0498","0007","명신렉스빌2차2동","68.95","33.26","201303","25","19,000","3","2002","양천로1길 36",""
"서울특별시 강서구 방화동","498-7","0498","0007","명신렉스빌2차2동","68.95","33.26","201309","7","19,400","4","2002","양천로1길 36",""
"서울특별시 강서구 방화동","498-15","0498","0015","명신렉스빌2차3동","71.49","36.25","201312","21","20,400","3","2002","양천로3길 23-13",""
"서울특별시 강서구 방화동","493-46","0493","0046","명신렉스빌4동","75.69","37","201312","5","22,200","4","2002","양천로7길 15-13",""
"서울특별시 강서구 방화동","583-50","0583","0050","명진맨션B","60.85","26.6","201306","21","14,800","4","1991","양천로14길 95-14",""
"서울특별시 강서구 방화동","493-34","0493","0034","미림파크빌2차나동","69.99","35.5","201309","3","22,000","4","2002","양천로3길 22",""
"서울특별시 강서구 방화동","564-121","0564","0121","방화드림빌(564-121)","54.84","27.25","201310","18","15,650","5","2003","금낭화로11길 5",""
"서울특별시 강서구 방화동","249-248","0249","0248","방화드림타운","61.35","36.86","201309","12","17,400","5","2008","방화동로 92-12",""
"서울특별시 강서구 방화동","580-66","0580","0066","방화아트빌라","84.87","60.62","201304","30","24,000","1","1999","금낭화로 54-18",""
"서울특별시 강서구 방화동","249-21","0249","0021","보성","56.3","51.39","201310","4","16,500","3","1981","초원로 71-1",""
"서울특별시 강서구 방화동","249-21","0249","0021","보성","56.3","51.39","201312","16","20,000","2","1981","초원로 71-1",""
"서울특별시 강서구 방화동","329-6","0329","0006","부성빌라","60.22","31.67","201311","9","13,400","3","1995","금낭화로24나길 4",""
"서울특별시 강서구 방화동","495-9","0495","0009","삼성베스트빌A동","48.6","24.13","201311","9","14,000","5","2003","양천로 29-8",""
"서울특별시 강서구 방화동","495-47","0495","0047","삼성베스트빌B동","62.22","38.04","201309","5","18,500","2","2003","양천로 29-6",""
"서울특별시 강서구 방화동","593-96","0593","0096","삼성하이츠A동","43.77","21.53","201305","17","13,750","2","2003","금낭화로11길 24-11",""
"서울특별시 강서구 방화동","612-205","0612","0205","삼우파크빌","48.92","19.87","201307","4","20,800","7","2012","방화동로5길 15-11",""
"서울특별시 강서구 방화동","612-205","0612","0205","삼우파크빌","48.92","19.87","201311","4","20,500","4","2012","방화동로5길 15-11",""
"서울특별시 강서구 방화동","612-205","0612","0205","삼우파크빌","48.92","19.87","201311","20","21,000","6","2012","방화동로5길 15-11",""
"서울특별시 강서구 방화동","612-205","0612","0205","삼우파크빌","48.92","19.87","201312","2","20,500","6","2012","방화동로5길 15-11",""
"서울특별시 강서구 방화동","581-13","0581","0013","삼일빌라(다동)","47.92","32.8","201306","11","12,300","3","1991","양천로14길 95-7",""
"서울특별시 강서구 방화동","186-1","0186","0001","서광주택5동","36.48","27.5","201311","20","13,000","2","1991","방화대로34길 57-12",""
"서울특별시 강서구 방화동","538-51","0538","0051","서우빌라","73.08","40.5","201301","29","18,700","1","1997","금낭화로13길 57-12",""
"서울특별시 강서구 방화동","584-1","0584","0001","서울빌라","55.62","48.4","201312","16","17,000","1","1987","양천로14길 99",""
"서울특별시 강서구 방화동","592-148","0592","0148","선우스위트빌나동","59.95","30.22","201310","16","20,000","1","2002","금낭화로11길 59-6",""
"서울특별시 강서구 방화동","249-15","0249","0015","성원맨션","62.57","32.3","201312","30","18,000","2","1999","방화대로33길 47",""
"서울특별시 강서구 방화동","247-194","0247","0194","안성빌라","74.25","40","201302","19","30,000","1","1995","초원로16길 3-9",""
"서울특별시 강서구 방화동","247-194","0247","0194","안성빌라","73.02","40","201310","8","27,000","2","1995","초원로16길 3-9",""
"서울특별시 강서구 방화동","134-13","0134","0013","예담쉐르빌4차","36.64","24.31","201303","8","14,000","3","2010","방화대로50길 42",""
"서울특별시 강서구 방화동","593-83","0593","0083","예림탑스빌","55.51","25.88","201304","12","16,000","2","2003","금낭화로11길 21",""
"서울특별시 강서구 방화동","583-51","0583","0051","옥주맨션B","60.66","26.53","201305","28","12,400","1","1992","양천로14길 95-18",""
"서울특별시 강서구 방화동","583-51","0583","0051","옥주맨션B","60.66","26.53","201309","2","14,300","4","1992","양천로14길 95-18",""
"서울특별시 강서구 방화동","492-9","0492","0009","우리빌리지","89.5","44.32","201308","3","20,000","1","1995","양천로1길 72",""
"서울특별시 강서구 방화동","557-30","0557","0030","원호","62.055","29.39","201312","2","18,000","1","2001","양천로10길 11",""
"서울특별시 강서구 방화동","180-20","0180","0020","유명그린빌라","43.44","29.16","201309","14","12,400","2","2002","양천로26길 24-10",""
"서울특별시 강서구 방화동","496-1","0496","0001","유화빌라","61.04","46.52","201312","7","12,800","1","1989","양천로3길 21",""
"서울특별시 강서구 방화동","558-15","0558","0015","율창메느하빌(2동)","61.27","30.54","201310","9","18,700","4","2002","양천로14가길 6-23",""
"서울특별시 강서구 방화동","558-15","0558","0015","율창메느하빌(2동)","61.27","30.54","201311","8","18,500","2","2002","양천로14가길 6-23",""
"서울특별시 강서구 방화동","645-48","0645","0048","으뜸베스트빌","75.25","33.96","201312","5","21,250","5","2001","개화동로25길 12",""
"서울특별시 강서구 방화동","497-16","0497","0016","인터시티빌라","60.65","29","201305","23","15,000","2","2001","양천로1길 48",""
"서울특별시 강서구 방화동","497-18","0497","0018","인터시티빌라(497-18)","57.89","29.4","201305","20","17,000","3","2002","양천로1길 40",""
"서울특별시 강서구 방화동","599-11","0599","0011","장원하이빌(599-11)","63.4","36.12","201307","2","18,500","4","2001","초원로12길 17",""
"서울특별시 강서구 방화동","599-11","0599","0011","장원하이빌(599-11)","63.4","36.12","201307","28","20,900","2","2001","초원로12길 17",""
"서울특별시 강서구 방화동","583-45","0583","0045","정진","36.54","24.38","201303","8","13,000","2","1990","양천로14길 85-18",""
"서울특별시 강서구 방화동","486-18","0486","0018","제선주택","42.86","26.21","201311","15","16,000","3","2008","양천로1길 88",""
"서울특별시 강서구 방화동","610-39","0610","0039","조은빌","40.04","25.33","201305","3","15,000","3","2003","초원로16길 66",""
"서울특별시 강서구 방화동","555-10","0555","0010","중앙연립","55.04","44.83","201305","21","12,900","1","1982","금낭화로13길 37",""
"서울특별시 강서구 방화동","645-27","0645","0027","진형빌라나동","59.4","27.07","201305","2","17,900","1","2000","개화동로23길 12-15",""
"서울특별시 강서구 방화동","609-164","0609","0164","청담B","59.21","31.63","201310","28","17,000","3","2002","방화동로10길 16-12",""
"서울특별시 강서구 방화동","451-36","0451","0036","청성빌라","61.08","38.57","201306","8","19,000","3","2002","금낭화로16길 1",""
"서울특별시 강서구 방화동","335","0335","0000","치현(335-0)","79.25","40.79","201309","28","12,000","-1","1996","금낭화로24길 33-10",""
"서울특별시 강서구 방화동","187-19","0187","0019","칠성아트빌","46.32","25.17","201311","20","13,900","5","2002","방화대로34길 78",""
"서울특별시 강서구 방화동","266-15","0266","0015","코리아빌하우스A동","20.82","10.33","201303","24","5,550","-1","2002","방화대로41길 38-10",""
"서울특별시 강서구 방화동","266-15","0266","0015","코리아빌하우스A동","46.56","23.12","201304","19","14,000","2","2002","방화대로41길 38-10",""
"서울특별시 강서구 방화동","587-41","0587","0041","통일빌라B","57.94","27.65","201305","6","17,500","5","2002","개화동로23길 65-9",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","18.78","13.68","201309","26","8,250","5","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.4","12.67","201309","26","7,850","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","19.72","14.36","201309","26","8,600","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","19.72","14.36","201309","26","9,000","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.82","12.98","201309","26","8,200","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.82","12.98","201309","26","8,200","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.82","12.98","201309","26","7,950","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,900","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,900","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","18.73","13.64","201309","26","8,350","5","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.1","12.45","201309","26","7,900","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,900","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,900","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,900","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.1","12.45","201309","26","7,900","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.98","201309","26","7,900","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,750","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,750","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","17.28","12.58","201309","26","7,750","4","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","19.42","14.14","201309","26","8,650","5","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","18.8","13.69","201309","26","8,350","5","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","2","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","247-101","0247","0101","트라움빌(247-101)","16.65","12.12","201309","26","7,700","3","2013","초원로13길 11",""
"서울특별시 강서구 방화동","609-154","0609","0154","평화나","34.39","16.68","201309","26","11,400","4","2002","방화동로10길 22",""
"서울특별시 강서구 방화동","359","0359","0000","필립하우스","49.08","28.25","201308","30","19,300","4","2012","금낭화로24가길 27",""
"서울특별시 강서구 방화동","359","0359","0000","필립하우스","49.08","28.25","201309","1","19,800","4","2012","금낭화로24가길 27",""
"서울특별시 강서구 방화동","359","0359","0000","필립하우스","42.06","24.21","201311","30","15,000","5","2012","금낭화로24가길 27",""
"서울특별시 강서구 방화동","128-1","0128","0001","한림빌리지","83.5","51.74","201311","13","20,000","3","2001","방화대로52가길 36",""
"서울특별시 강서구 방화동","486-13","0486","0013","한서빌라","53.65","23.91","201302","23","15,000","3","2001","양천로1길 86",""
"서울특별시 강서구 방화동","615-59","0615","0059","한서빌리지","25.87","14.85","201306","26","10,000","2","2002","개화동로25길 41",""
