"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20130101 ~ 20131231"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"서울특별시 동작구 대방동","415-41","0415","0041","대경드림빌","55.51","28.6","201312","23","16,500","4","2003","여의대방로24나길 21-1",""
"서울특별시 동작구 대방동","378-37","0378","0037","대경빌라","44.37","25.09","201302","13","22,950","3","2010","대방동19길 7",""
"서울특별시 동작구 대방동","378-37","0378","0037","대경빌라","44.37","25.09","201308","28","26,000","2","2010","대방동19길 7",""
"서울특별시 동작구 대방동","393-50","0393","0050","대명빌라2차","72.02","50.99","201309","27","29,000","2","2001","대방동2길 24",""
"서울특별시 동작구 대방동","393-72","0393","0072","대방훼밀리빌라","51.3","26.67","201303","5","19,500","1","1992","대방동2길 2",""
"서울특별시 동작구 대방동","378-34","0378","0034","대성베스트빌","60.44","28.22","201307","29","23,000","1","2002","대방동19길 17",""
"서울특별시 동작구 대방동","375-21","0375","0021","동서주택B","47.64","33.55","201304","29","24,500","2","2002","대방동2길 40-5",""
"서울특별시 동작구 대방동","381-1","0381","0001","드림빌라트2차","74.16","39.75","201304","12","26,000","4","2002","대방동길 81",""
"서울특별시 동작구 대방동","381-1","0381","0001","드림빌라트2차","74.16","39.72","201310","3","26,000","2","2002","대방동길 81",""
"서울특별시 동작구 대방동","393-94","0393","0094","디비하우스A동","63.14","30.6","201304","25","26,700","1","2001","대방동2길 26",""
"서울특별시 동작구 대방동","393-14","0393","0014","디비하우스B동","65.03","38.55","201304","28","21,500","1","2001","대방동2길 26-1",""
"서울특별시 동작구 대방동","381-25","0381","0025","롯데아트빌","60.48","31.46","201304","3","23,000","1","2003","대방동23길 26",""
"서울특별시 동작구 대방동","410-6","0410","0006","명성하이빌","69.21","34.27","201310","12","25,700","4","2003","여의대방로26길 78",""
"서울특별시 동작구 대방동","399-6","0399","0006","목화빌라","60.24","33.12","201309","7","13,800","-1","1993","대방동1길 59",""
"서울특별시 동작구 대방동","13-108","0013","0108","미도빌라 나","41.59","34","201302","19","15,500","-1","1987","등용로8가길 4",""
"서울특별시 동작구 대방동","13-130","0013","0130","미래하이츠빌(가)","66.66","34.3","201303","6","26,000","1","2002","등용로8길 45",""
"서울특별시 동작구 대방동","13-125","0013","0125","미래하이츠빌(라)","62.28","29.72","201304","18","22,000","5","2002","등용로8길 51",""
"서울특별시 동작구 대방동","391-254","0391","0254","미성빌라2","62.19","33.54","201302","15","24,000","3","2002","대방동11길 17",""
"서울특별시 동작구 대방동","391-254","0391","0254","미성빌라2","62.16","33.52","201305","25","19,000","-1","2002","대방동11길 17",""
"서울특별시 동작구 대방동","44-157","0044","0157","미진빌라 다동","42.84","33","201312","23","20,000","-1","1986","등용로10길 42",""
"서울특별시 동작구 대방동","375-59","0375","0059","벨라비스타59","55.11","28.64","201306","21","21,000","4","2002","대방동길 46",""
"서울특별시 동작구 대방동","44-20","0044","0020","부림빌라","34.8","30.73","201312","9","13,000","-1","1991","등용로4길 89",""
"서울특별시 동작구 대방동","391-278","0391","0278","브라운스톤빌","77.95","43.43","201303","4","27,000","1","2005","대방동7길 51",""
"서울특별시 동작구 대방동","391-278","0391","0278","브라운스톤빌","77.95","43.43","201304","17","28,000","2","2005","대방동7길 51",""
"서울특별시 동작구 대방동","393-60","0393","0060","삼미아트빌 가동","63.27","25.75","201307","18","21,000","2","2002","대방동길 14",""
"서울특별시 동작구 대방동","378-39","0378","0039","삼성파크빌","71.68","34.58","201302","22","25,900","2","2002","대방동17길 12",""
"서울특별시 동작구 대방동","415-19","0415","0019","수정타운-가","63.06","33.04","201305","23","23,500","3","2002","여의대방로24나길 11-4",""
"서울특별시 동작구 대방동","415-3","0415","0003","수정타운-나","43.27","23.04","201304","18","22,000","5","2002","여의대방로24나길 11-2",""
"서울특별시 동작구 대방동","415-22","0415","0022","수정타운-다","57.3","30.47","201304","25","22,500","4","2002","여의대방로24나길 17-4",""
"서울특별시 동작구 대방동","391-268","0391","0268","아네스티빌","57.33","31.9","201304","2","26,000","1","2011","대방동13길 15",""
"서울특별시 동작구 대방동","391-268","0391","0268","아네스티빌","57.33","31.9","201305","21","26,000","3","2011","대방동13길 15",""
"서울특별시 동작구 대방동","391-268","0391","0268","아네스티빌","36.42","20.26","201310","14","33,000","4","2011","대방동13길 15",""
"서울특별시 동작구 대방동","392-27","0392","0027","약수빌라","64.39","32.16","201306","22","19,000","2","1995","대방동2길 33",""
"서울특별시 동작구 대방동","387-32","0387","0032","에비앙빌리지","67.04","37.22","201312","28","24,700","2","2008","대방동15나길 12-6",""
"서울특별시 동작구 대방동","381-10","0381","0010","원동방좋은집","97.4","60.95","201311","15","30,000","1","1997","대방동23가길 8",""
"서울특별시 동작구 대방동","14-4","0014","0004","제일좋은집","76.58","43.53","201302","14","27,500","2","2002","등용로 78",""
"서울특별시 동작구 대방동","14-4","0014","0004","제일좋은집","76.58","43.53","201302","24","27,000","4","2002","등용로 78",""
"서울특별시 동작구 대방동","393-83","0393","0083","종원빌라10동","37.59","25.77","201305","13","9,000","2","1986","대방동길 12-8",""
"서울특별시 동작구 대방동","393-85","0393","0085","종원빌라12동","41.31","27.81","201303","27","7,000","-1","1986","대방동길 12-12",""
"서울특별시 동작구 대방동","393-78","0393","0078","종원빌라6동","39.35","35.76","201309","10","19,000","-1","1986","대방동길 12-9",""
"서울특별시 동작구 대방동","391-557","0391","0557","준아트빌","62.98","28.38","201309","5","15,000","-1","2002","대방동1길 30-7",""
"서울특별시 동작구 대방동","392-2","0392","0002","진영","99.83","62.83","201303","8","32,700","5","2009","대방동2길 31",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","25.81","14.37","201309","10","19,400","2","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","37.09","20.65","201309","28","24,700","3","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","37.09","20.65","201309","29","24,700","3","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","37.09","20.65","201310","16","25,000","5","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","37.09","20.65","201310","27","25,000","5","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","52.71","29.31","201311","10","30,500","4","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","25.81","14.37","201311","19","19,800","5","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","37.09","20.65","201312","1","24,800","2","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","410-11","0410","0011","참존빌리지","52.71","29.31","201312","11","30,500","4","2013","여의대방로24마길 14",""
"서울특별시 동작구 대방동","335-29","0335","0029","청솔맨션","76.71","58.94","201305","17","24,500","1","2001","상도로11길 9-1",""
"서울특별시 동작구 대방동","376-1","0376","0001","청송그린맨션","82.52","39.01","201309","5","31,000","4","1996","대방동길 77",""
"서울특별시 동작구 대방동","393-88","0393","0088","청우맨션 나동","42.6","23.97","201312","1","7,000","-1","1992","대방동6길 12",""
"서울특별시 동작구 대방동","391-277","0391","0277","트루지엔빌","54.46","30.36","201304","30","24,000","4","2007","대방동7길 47",""
"서울특별시 동작구 대방동","391-277","0391","0277","트루지엔빌","79.05","44.05","201310","8","30,000","3","2007","대방동7길 47",""
"서울특별시 동작구 대방동","335-9","0335","0009","팰리스타운","75.83","44.51","201301","20","31,000","2","2009","상도로11길 3",""
"서울특별시 동작구 대방동","335-9","0335","0009","팰리스타운","75.9","44.51","201304","6","33,000","4","2009","상도로11길 3",""
"서울특별시 동작구 대방동","335-9","0335","0009","팰리스타운","76.85","44.51","201309","6","30,500","2","2009","상도로11길 3",""
"서울특별시 동작구 대방동","335-9","0335","0009","팰리스타운","76.14","44.51","201311","15","35,000","4","2009","상도로11길 3",""
"서울특별시 동작구 대방동","391-317","0391","0317","프리미엄빌3차","79.25","44.52","201303","7","27,800","3","2003","대방동27길 83-6",""
"서울특별시 동작구 대방동","391-317","0391","0317","프리미엄빌3차","65.7","36.9","201306","9","26,700","4","2003","대방동27길 83-6",""
"서울특별시 동작구 대방동","391-238","0391","0238","하나빌라트5차","82.77","44.31","201304","1","29,300","4","2003","대방동13길 3",""
"서울특별시 동작구 대방동","391-280","0391","0280","한빛빌라","81.39","38.09","201308","17","25,200","2","2003","대방동7길 57",""
"서울특별시 동작구 대방동","378-26","0378","0026","한솔베스트빌","78.15","38.02","201302","19","23,300","4","2002","대방동17길 10",""
"서울특별시 동작구 대방동","393-36","0393","0036","한솔스위트빌A","73.33","33.28","201304","4","29,000","4","2003","대방동2길 17",""
"서울특별시 동작구 대방동","393-56","0393","0056","한신빌라","73.41","36.46","201310","5","23,900","4","2002","대방동길 24",""
"서울특별시 동작구 대방동","410-5","0410","0005","행복스위트홈","72.245","32.44","201308","13","27,200","4","2002","여의대방로26길 74",""
"서울특별시 동작구 대방동","402-29","0402","0029","현대아트빌(402-29)","47.09","26.09","201305","8","18,000","4","2006","여의대방로26길 47",""
"서울특별시 동작구 대방동","392-19","0392","0019","효주파크빌(392-19)","29.76","16.41","201301","5","18,100","1","2012","대방동2길 43",""
"서울특별시 동작구 대방동","392-19","0392","0019","효주파크빌(392-19)","29.76","16.41","201304","6","17,000","2","2012","대방동2길 43",""
"서울특별시 동작구 대방동","392-19","0392","0019","효주파크빌(392-19)","33.08","18.24","201304","8","16,300","1","2012","대방동2길 43",""
"서울특별시 동작구 대방동","414-10","0414","0010","효주파크빌(414-10)","48.5425","27.76","201312","17","27,700","4","2013","여의대방로24나길 24-1",""
"서울특별시 동작구 대방동","391-515","0391","0515","흥원아트빌","38.07","18.39","201305","1","15,500","2","2002","대방동1길 30-12",""
"서울특별시 동작구 동작동","97-19","0097","0019","(97-19)","33","28.16","201311","22","21,700","2","1990","동작대로45가길 9",""
"서울특별시 동작구 동작동","58-107","0058","0107","공작빌라(58-107)","72.81","75.75","201310","23","41,000","2","1987","동작대로39길 46",""
"서울특별시 동작구 동작동","58-107","0058","0107","공작빌라(58-107)","56.88","60.44","201311","5","36,500","1","1987","동작대로39길 46",""
"서울특별시 동작구 동작동","58-107","0058","0107","공작빌라(58-107)","58.73","62.01","201312","3","37,500","1","1987","동작대로39길 46",""
"서울특별시 동작구 동작동","102-85","0102","0085","궁전파크빌라","127.74","46.64","201303","14","40,000","1","1993","동작대로43길 43",""
"서울특별시 동작구 동작동","102-36","0102","0036","대림아트빌","73.08","43.12","201309","9","34,500","2","2009","동작대로41길 14",""
"서울특별시 동작구 동작동","58-54","0058","0054","동원빌라8","34.68","24.67","201311","29","20,600","2","1991","동작대로39길 51-18",""
"서울특별시 동작구 동작동","102-59","0102","0059","런던빌","69.35","52.43","201303","15","33,000","4","2012","동작대로41길 9",""
"서울특별시 동작구 동작동","102-59","0102","0059","런던빌","69.35","52.43","201303","20","31,000","2","2012","동작대로41길 9",""
"서울특별시 동작구 동작동","102-59","0102","0059","런던빌","69.35","52.43","201303","20","31,000","2","2012","동작대로41길 9",""
"서울특별시 동작구 동작동","102-59","0102","0059","런던빌","69.35","52.43","201307","25","31,000","2","2012","동작대로41길 9",""
"서울특별시 동작구 동작동","102-59","0102","0059","런던빌","69.35","52.43","201308","3","33,000","4","2012","동작대로41길 9",""
"서울특별시 동작구 동작동","102-59","0102","0059","런던빌","69.35","52.43","201311","19","31,000","2","2012","동작대로41길 9",""
"서울특별시 동작구 동작동","102-68","0102","0068","미도그린빌라","77.55","51.23","201304","9","25,000","1","1991","동작대로41길 17",""
"서울특별시 동작구 동작동","102-68","0102","0068","미도그린빌라","77.55","51.23","201309","2","26,800","2","1991","동작대로41길 17",""
"서울특별시 동작구 동작동","102-68","0102","0068","미도그린빌라","77.55","51.23","201310","21","30,300","1","1991","동작대로41길 17",""
"서울특별시 동작구 동작동","102-9","0102","0009","삼두동작빌라","80.12","56.58","201306","1","30,000","2","1991","동작대로43길 7",""
"서울특별시 동작구 동작동","99-17","0099","0017","신일빌라C동","52.9","36.34","201312","26","19,000","-1","1989","동작대로45다길 20",""
"서울특별시 동작구 동작동","102-50","0102","0050","유정빌라","84.82","40.31","201305","10","25,000","3","1997","동작대로41길 25",""
"서울특별시 동작구 동작동","58-71","0058","0071","퀸즈포레스트","70.4","41.3","201302","5","33,000","4","2012","동작대로39가길 31",""
"서울특별시 동작구 동작동","58-71","0058","0071","퀸즈포레스트","70.4","41.3","201309","16","34,000","4","2012","동작대로39가길 31",""
"서울특별시 동작구 동작동","102-62","0102","0062","한성그레이스빌","84.42","44.64","201302","20","30,000","2","2002","동작대로43길 23",""
"서울특별시 동작구 본동","49-26","0049","0026","맥신프른빌3차","38.12","26.5","201304","19","22,000","4","2008","노량진로28길 34",""
"서울특별시 동작구 본동","455","0455","0000","삼원빌라","90.34","80","201303","27","53,000","1","1986","매봉로 149",""
"서울특별시 동작구 본동","48-25","0048","0025","현성빌3차","57.31","32.87","201305","8","22,000","2","2008","노량진로28길 16-20",""
"서울특별시 동작구 본동","48-25","0048","0025","현성빌3차","56.25","32.27","201306","3","21,000","3","2008","노량진로28길 16-20",""
"서울특별시 동작구 사당동","166-25","0166","0025","(166-25)","48","35.17","201301","23","21,900","1","1995","사당로23길 116-9",""
"서울특별시 동작구 사당동","178-29","0178","0029","(178-29)","60.75","36.2","201311","1","12,000","-1","1991","사당로23길 216-8",""
"서울특별시 동작구 사당동","181-166","0181","0166","(181-166)","40.5","27.5","201303","5","22,000","-1","1986","사당로2마길 22",""
"서울특별시 동작구 사당동","181-198","0181","0198","(181-198)","43.75","29.54","201306","18","10,000","-1","1986","사당로2다길 59",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","69.96","39.6","201304","8","28,000","4","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","42.4","23.58","201304","10","19,000","2","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","28.86","16.05","201304","10","9,000","1","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","42.4","23.58","201304","10","19,000","3","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","30.49","16.49","201304","10","10,000","1","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","41.07","22.85","201304","10","19,000","3","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","230-30","0230","0030","(230-30)","41.07","22.85","201304","10","19,000","2","2002","사당로8나길 2",""
"서울특별시 동작구 사당동","235-34","0235","0034","(235-34)","54.54","57.4","201308","15","15,000","1","1977","사당로8길 49",""
"서울특별시 동작구 사당동","241-27","0241","0027","(241-27)","43.89","25.06","201302","13","12,000","3","2002","사당로10길 70",""
"서울특별시 동작구 사당동","241-42","0241","0042","(241-42)","57.15","29.38","201312","18","20,000","2","2002","사당로10가길 22",""
"서울특별시 동작구 사당동","288-31","0288","0031","(288-31)","33.2","26.21","201303","24","10,300","1","1986","사당로14다길 26",""
"서울특별시 동작구 사당동","300-40","0300","0040","(300-40)","68.04","34.14","201307","17","23,000","2","1998","사당로16사길 35",""
"서울특별시 동작구 사당동","316-75","0316","0075","(316-75)","48.91","23.43","201305","10","18,400","3","2002","사당로20나길 9",""
"서울특별시 동작구 사당동","316-75","0316","0075","(316-75)","48.91","23.43","201310","23","19,000","4","2002","사당로20나길 9",""
"서울특별시 동작구 사당동","419-106","0419","0106","(419-106)","93.84","56.63","201311","26","38,000","5","2011","남부순환로265가길 11",""
"서울특별시 동작구 사당동","419-67","0419","0067","(419-67)","39.36","23.89","201305","23","18,800","2","2005","남부순환로263길 27",""
"서울특별시 동작구 사당동","278-67","0278","0067","강남그린빌","66.2","30.27","201307","31","20,000","4","2002","사당로16마길 40",""
"서울특별시 동작구 사당동","1051-31","1051","0031","강남드리움3","67.1","41.02","201306","7","30,000","2","2006","남부순환로257길 7",""
"서울특별시 동작구 사당동","303-47","0303","0047","강남드리움5차","67.29","37.6","201303","20","28,000","2","2008","남부순환로255라길 9",""
"서울특별시 동작구 사당동","303-47","0303","0047","강남드리움5차","67.29","37.6","201305","10","35,000","3","2008","남부순환로255라길 9",""
"서울특별시 동작구 사당동","46-2","0046","0002","고길B","81.1","41.26","201303","4","22,000","3","2003","동작대로35차길 6-6",""
"서울특별시 동작구 사당동","230-24","0230","0024","골든","40.21","30.54","201305","20","15,000","-1","1990","사당로8가길 9-11",""
"서울특별시 동작구 사당동","230-24","0230","0024","골든","32.2","24.46","201312","2","15,000","1","1990","사당로8가길 9-11",""
"서울특별시 동작구 사당동","1028-5","1028","0005","공원빌라","72.84","44.08","201312","4","31,700","1","1994","동작대로9가길 4",""
"서울특별시 동작구 사당동","220-57","0220","0057","그린빌라","46.56","12.3","201308","14","15,200","2","1995","사당로9라길 37",""
"서울특별시 동작구 사당동","220-57","0220","0057","그린빌라","46.56","24.76","201312","23","14,500","-1","1995","사당로9라길 37",""
"서울특별시 동작구 사당동","449-30","0449","0030","그린아트빌라2","61.72","29.05","201304","16","20,000","1","1994","남부순환로255나길 12",""
"서울특별시 동작구 사당동","449-30","0449","0030","그린아트빌라2","59.9","28.21","201312","27","13,000","-1","1994","남부순환로255나길 12",""
"서울특별시 동작구 사당동","300-55","0300","0055","그린파크빌1동","75.53","38.67","201304","5","29,300","2","2003","사당로16자길 41",""
"서울특별시 동작구 사당동","419-51","0419","0051","그린힐빌리지","71.26","35.92","201301","5","27,000","2","2001","남부순환로267길 20",""
"서울특별시 동작구 사당동","449-57","0449","0057","금보빌라","52.2","47.82","201304","19","21,000","2","1991","남부순환로257길 13",""
"서울특별시 동작구 사당동","219-5","0219","0005","금성빌라(219-5)","40.02","27.34","201310","21","16,800","2","1989","사당로 181-8",""
"서울특별시 동작구 사당동","1009-11","1009","0011","남사빌라트","71.02","34.5","201307","31","34,000","4","2002","사당로28길 23-6",""
"서울특별시 동작구 사당동","1009-11","1009","0011","남사빌라트","71.02","34.5","201308","21","31,000","2","2002","사당로28길 23-6",""
"서울특별시 동작구 사당동","1009-11","1009","0011","남사빌라트","52.51","25.51","201308","23","33,800","5","2002","사당로28길 23-6",""
"서울특별시 동작구 사당동","1050-23","1050","0023","남양빌라","54.69","25.27","201312","2","18,000","1","1993","남부순환로259가길 9",""
"서울특별시 동작구 사당동","162-36","0162","0036","다온빌(162-36)","58.95","35.32","201309","25","20,200","3","2009","사당로29다길 73",""
"서울특별시 동작구 사당동","429-14","0429","0014","다인빌","41.8","23.8","201303","9","23,500","2","2011","동작대로11나길 5",""
"서울특별시 동작구 사당동","429-14","0429","0014","다인빌","41.22","23.47","201309","29","22,800","3","2011","동작대로11나길 5",""
"서울특별시 동작구 사당동","419-109","0419","0109","다인아트빌II","65.99","41.33","201302","22","31,000","3","2008","남부순환로265가길 7",""
"서울특별시 동작구 사당동","708-926","0708","0926","대건하이빌리지A","63.26","27.52","201303","13","22,500","3","2002","사당로23길 242",""
"서울특별시 동작구 사당동","708-926","0708","0926","대건하이빌리지A","64.45","27.52","201310","5","23,000","2","2002","사당로23길 242",""
"서울특별시 동작구 사당동","180-78","0180","0078","대도A","41.53","29.5","201310","7","18,500","1","1987","사당로23길 227",""
"서울특별시 동작구 사당동","180-13","0180","0013","대도로얄","65.36","31.66","201307","2","19,200","2","1992","사당로23길 265",""
"서울특별시 동작구 사당동","180-13","0180","0013","대도로얄","65.36","31.72","201312","28","14,000","-1","1992","사당로23길 265",""
"서울특별시 동작구 사당동","220-49","0220","0049","대도하이츠빌라","51.05","26.53","201310","15","22,000","4","1992","사당로9길 3",""
"서울특별시 동작구 사당동","180-92","0180","0092","대송다동","35.97","23.5","201306","29","14,700","1","1991","사당로23길 261",""
"서울특별시 동작구 사당동","316-24","0316","0024","대우","48.6","49.1","201312","20","27,000","2","1983","사당로20나길 15",""
"서울특별시 동작구 사당동","41-28","0041","0028","대준빌라","51.08","26.16","201305","28","22,000","3","1991","동작대로39길 69-17",""
"서울특별시 동작구 사당동","235-2","0235","0002","대창1동","58.01","62","201307","18","18,500","3","1983","솔밭로 80",""
"서울특별시 동작구 사당동","176-38","0176","0038","대창빌라5동","40.41","29.5","201311","15","16,000","2","1988","사당로23길 194-10",""
"서울특별시 동작구 사당동","316-257","0316","0257","대흥미소가","41.25","24.36","201301","28","19,000","2","2011","사당로20바길 30",""
"서울특별시 동작구 사당동","437-44","0437","0044","더하우스9차","65.25","28.9","201306","3","25,000","4","2008","남부순환로265길 64",""
"서울특별시 동작구 사당동","1033-7","1033","0007","동건3차아트빌","79.25","43.04","201304","5","27,000","2","2002","사당로28길 61-1",""
"서울특별시 동작구 사당동","419-86","0419","0086","동건아트빌","71.36","33.5","201304","11","31,900","3","2001","남부순환로269길 53",""
"서울특별시 동작구 사당동","316-230","0316","0230","동미빌라A","47.7","23.74","201304","28","17,000","1","1993","사당로20바길 31",""
"서울특별시 동작구 사당동","316-230","0316","0230","동미빌라A","47.7","23.74","201310","17","17,400","2","1993","사당로20바길 31",""
"서울특별시 동작구 사당동","316-229","0316","0229","동미빌라B","76.12","42.68","201301","15","23,000","3","1993","사당로20바길 29-1",""
"서울특별시 동작구 사당동","419-125","0419","0125","동산빌라(419-125)","48.37","25.14","201309","16","22,500","4","1997","남부순환로265가길 28",""
"서울특별시 동작구 사당동","419-44","0419","0044","동원빌리지","74.36","42.14","201310","21","30,500","3","2002","남부순환로267길 21",""
"서울특별시 동작구 사당동","419-44","0419","0044","동원빌리지","74.36","42.14","201312","12","33,300","4","2002","남부순환로267길 21",""
"서울특별시 동작구 사당동","419-100","0419","0100","동원빌리지3차(419-100)","71.71","43.44","201310","3","33,000","4","2004","남부순환로265가길 21",""
"서울특별시 동작구 사당동","1050-14","1050","0014","뜰사랑","47.77","28.04","201312","8","29,000","4","2013","남부순환로259가길 29",""
"서울특별시 동작구 사당동","1050-14","1050","0014","뜰사랑","45.94","26.96","201312","9","29,200","5","2013","남부순환로259가길 29",""
"서울특별시 동작구 사당동","1049-17","1049","0017","럭스빌","73.35","47.3","201304","1","32,500","2","2003","남부순환로261길 3",""
"서울특별시 동작구 사당동","192-6","0192","0006","리츠빌","60.62","36.42","201305","2","21,000","2","2008","사당로2가길 133",""
"서울특별시 동작구 사당동","293-12","0293","0012","명동빌라","36.98","25.31","201306","5","14,900","2","1989","사당로16바길 51",""
"서울특별시 동작구 사당동","449-6","0449","0006","명성힐하우스나동","58.11","35.19","201310","26","25,000","4","2002","남부순환로255나길 9-2",""
"서울특별시 동작구 사당동","43-11","0043","0011","명화빌(43-11)","49.32","33","201304","1","28,000","2","2008","동작대로35사길 10",""
"서울특별시 동작구 사당동","220-145","0220","0145","모닝타운","63.33","29.01","201310","3","26,500","3","2003","사당로13길 77",""
"서울특별시 동작구 사당동","259-1","0259","0001","문주빌","37.54","22.7","201303","5","24,300","4","2012","사당로17라길 1",""
"서울특별시 동작구 사당동","141-235","0141","0235","미성A","36.08","21.75","201301","31","18,500","1","1987","사당로29다길 10",""
"서울특별시 동작구 사당동","141-235","0141","0235","미성A","36.08","21.75","201305","22","12,000","3","1987","사당로29다길 10",""
"서울특별시 동작구 사당동","141-233","0141","0233","미성B","36.51","25.35","201304","22","9,900","-1","1987","사당로29다길 12",""
"서울특별시 동작구 사당동","449-3","0449","0003","백조아트빌","69.01","37.54","201309","15","26,000","4","2003","남부순환로255나길 15",""
"서울특별시 동작구 사당동","220-106","0220","0106","보성빌라","33.45","22.98","201303","20","12,000","2","1992","사당로13길 97",""
"서울특별시 동작구 사당동","79-2","0079","0002","복주빌라","36.72","28.38","201303","29","25,500","1","1991","동작대로33가길 17",""
"서울특별시 동작구 사당동","419-176","0419","0176","사당홈타운","37.46","28.11","201309","25","18,500","3","2008","남부순환로265가길 24",""
"서울특별시 동작구 사당동","419-12","0419","0012","사당홈타운2","60.09","34.71","201311","13","25,250","2","2009","남부순환로269길 74",""
"서울특별시 동작구 사당동","419-91","0419","0091","사우촌빌라","59.85","32.6","201301","29","26,000","3","2000","남부순환로263길 32-1",""
"서울특별시 동작구 사당동","419-69","0419","0069","삼성상아주택","61.71","29.2","201306","15","24,000","1","1992","남부순환로269길 57",""
"서울특별시 동작구 사당동","1047-3","1047","0003","삼성쉐르빌(1047-3)","53.32","30.85","201308","15","20,500","5","2007","남부순환로257가길 18",""
"서울특별시 동작구 사당동","303-14","0303","0014","삼성쉐르빌(303-14)","73.21","52.13","201301","11","26,900","3","2010","남부순환로255마길 20",""
"서울특별시 동작구 사당동","303-14","0303","0014","삼성쉐르빌(303-14)","73.21","35.77","201310","5","28,200","2","2010","남부순환로255마길 20",""
"서울특별시 동작구 사당동","193-16","0193","0016","삼우빌라","32.43","24.3","201301","17","10,000","2","1991","사당로2가길 141-9",""
"서울특별시 동작구 사당동","1035-30","1035","0030","삼원하이츠B동","74.34","43.6","201305","25","30,500","2","2002","사당로26길 116",""
"서울특별시 동작구 사당동","1035-30","1035","0030","삼원하이츠B동","74.34","43.6","201310","19","31,000","3","2002","사당로26길 116",""
"서울특별시 동작구 사당동","419-11","0419","0011","삼전빌라","68.93","45.47","201304","15","23,500","1","1991","남부순환로257가길 35",""
"서울특별시 동작구 사당동","303-3","0303","0003","삼호빌라","50.04","38.84","201303","25","17,000","-1","1989","남부순환로255다길 28",""
"서울특별시 동작구 사당동","303-33","0303","0033","삼호빌라(303-33)","52.89","45.54","201310","16","21,500","2","1989","남부순환로255다길 28",""
"서울특별시 동작구 사당동","305-28","0305","0028","상신스타","84.42","26.12","201306","8","28,000","5","2003","사당로20길 165",""
"서울특별시 동작구 사당동","181-32","0181","0032","상아","57.96","29.8","201310","17","20,000","2","1994","사당로2나길 7",""
"서울특별시 동작구 사당동","449-29","0449","0029","새한빌라트","64.11","30.36","201301","27","25,000","3","2002","남부순환로259길 30",""
"서울특별시 동작구 사당동","419-18","0419","0018","샤인힐스","83.82","33.39","201303","9","26,300","5","2010","남부순환로257가길 23",""
"서울특별시 동작구 사당동","216-8","0216","0008","샬롬빌","55.34","35.59","201306","9","24,500","4","2008","사당로2차길 61",""
"서울특별시 동작구 사당동","138-4","0138","0004","서광시티뷰","41","16.11","201309","10","24,000","5","2007","동작대로27다길 29",""
"서울특별시 동작구 사당동","1048-15","1048","0015","서안주택","84.87","54.4","201307","20","43,000","3","1997","남부순환로261길 20",""
"서울특별시 동작구 사당동","1048-15","1048","0015","서안주택","84.87","54.4","201310","27","40,000","4","1997","남부순환로261길 20",""
"서울특별시 동작구 사당동","419-24","0419","0024","서안주택(419-24)","69.24","38.75","201310","14","22,000","4","1991","남부순환로257가길 32",""
"서울특별시 동작구 사당동","178-1","0178","0001","성락","46.3","53.37","201312","25","19,500","3","1986","사당로27길 247",""
